b'id',b'key',b'value',b'type'
b'257396098',b'created_by',b'JOSM',b'regular'
b'257396099',b'created_by',b'JOSM',b'regular'
b'257397397',b'created_by',b'JOSM',b'regular'
b'257397411',b'crossing',b'unknown',b'regular'
b'257397411',b'highway',b'crossing',b'regular'
b'257397411',b'sloped_curb',b'both',b'regular'
b'257397411',b'tactile_paving',b'yes',b'regular'
b'257397863',b'created_by',b'JOSM',b'regular'
b'257397911',b'created_by',b'JOSM',b'regular'
b'257397913',b'created_by',b'JOSM',b'regular'
b'257397915',b'created_by',b'JOSM',b'regular'
b'257397974',b'created_by',b'JOSM',b'regular'
b'257398113',b'created_by',b'JOSM',b'regular'
b'257398114',b'created_by',b'JOSM',b'regular'
b'257398115',b'created_by',b'JOSM',b'regular'
b'257398116',b'created_by',b'JOSM',b'regular'
b'257398117',b'created_by',b'JOSM',b'regular'
b'257398137',b'created_by',b'JOSM',b'regular'
b'257398138',b'created_by',b'JOSM',b'regular'
b'257398139',b'created_by',b'JOSM',b'regular'
b'257398792',b'created_by',b'JOSM',b'regular'
b'258699018',b'access',b'no',b'regular'
b'258699018',b'barrier',b'gate',b'regular'
b'258699018',b'bicycle',b'yes',b'regular'
b'258699018',b'foot',b'yes',b'regular'
b'258699018',b'horse',b'yes',b'regular'
b'258699018',b'motor_vehicle',b'no',b'regular'
b'258699089',b'created_by',b'JOSM',b'regular'
b'258699097',b'created_by',b'JOSM',b'regular'
b'258699098',b'created_by',b'JOSM',b'regular'
b'258699102',b'created_by',b'JOSM',b'regular'
b'258704981',b'created_by',b'JOSM',b'regular'
b'258704982',b'created_by',b'JOSM',b'regular'
b'258704985',b'created_by',b'JOSM',b'regular'
b'258704986',b'created_by',b'JOSM',b'regular'
b'258704989',b'created_by',b'JOSM',b'regular'
b'258704990',b'created_by',b'JOSM',b'regular'
b'258704993',b'created_by',b'JOSM',b'regular'
b'258704995',b'created_by',b'JOSM',b'regular'
b'258704998',b'created_by',b'JOSM',b'regular'
b'258704999',b'created_by',b'JOSM',b'regular'
b'258705002',b'created_by',b'JOSM',b'regular'
b'258705003',b'created_by',b'JOSM',b'regular'
b'258705006',b'created_by',b'JOSM',b'regular'
b'258705007',b'created_by',b'JOSM',b'regular'
b'258705010',b'created_by',b'JOSM',b'regular'
b'258705011',b'created_by',b'JOSM',b'regular'
b'258705013',b'created_by',b'JOSM',b'regular'
b'258705015',b'created_by',b'JOSM',b'regular'
b'258705017',b'created_by',b'JOSM',b'regular'
b'258705035',b'created_by',b'JOSM',b'regular'
b'258705054',b'created_by',b'JOSM',b'regular'
b'258705056',b'created_by',b'JOSM',b'regular'
b'258705058',b'created_by',b'JOSM',b'regular'
b'258705060',b'created_by',b'JOSM',b'regular'
b'258705063',b'created_by',b'JOSM',b'regular'
b'258705064',b'created_by',b'JOSM',b'regular'
b'258712251',b'created_by',b'JOSM',b'regular'
b'258712252',b'created_by',b'JOSM',b'regular'
b'258712255',b'created_by',b'JOSM',b'regular'
b'258712257',b'created_by',b'JOSM',b'regular'
b'258712260',b'created_by',b'JOSM',b'regular'
b'258712261',b'created_by',b'JOSM',b'regular'
b'258712263',b'created_by',b'JOSM',b'regular'
b'258712265',b'created_by',b'JOSM',b'regular'
b'258712268',b'created_by',b'JOSM',b'regular'
b'258712270',b'created_by',b'JOSM',b'regular'
b'258712273',b'created_by',b'JOSM',b'regular'
b'258712275',b'created_by',b'JOSM',b'regular'
b'258712278',b'created_by',b'JOSM',b'regular'
b'258712281',b'created_by',b'JOSM',b'regular'
b'258712284',b'created_by',b'JOSM',b'regular'
b'258712286',b'created_by',b'JOSM',b'regular'
b'258712288',b'created_by',b'JOSM',b'regular'
b'258712296',b'created_by',b'JOSM',b'regular'
b'258712300',b'created_by',b'JOSM',b'regular'
b'258712302',b'created_by',b'JOSM',b'regular'
b'258721095',b'waterway',b'lock_gate',b'regular'
b'258721098',b'waterway',b'turning_point',b'regular'
b'258721099',b'waterway',b'lock_gate',b'regular'
b'258721101',b'waterway',b'lock_gate',b'regular'
b'258721105',b'waterway',b'lock_gate',b'regular'
b'258721107',b'waterway',b'lock_gate',b'regular'
b'258721110',b'waterway',b'lock_gate',b'regular'
b'258723285',b'created_by',b'JOSM',b'regular'
b'258723287',b'created_by',b'JOSM',b'regular'
b'258723288',b'created_by',b'JOSM',b'regular'
b'258723291',b'created_by',b'JOSM',b'regular'
b'258723295',b'created_by',b'JOSM',b'regular'
b'258723297',b'created_by',b'JOSM',b'regular'
b'258723305',b'created_by',b'JOSM',b'regular'
b'258723307',b'highway',b'traffic_signals',b'regular'
b'258732908',b'waterway',b'lock_gate',b'regular'
b'258923541',b'created_by',b'JOSM',b'regular'
b'258923542',b'created_by',b'JOSM',b'regular'
b'258923543',b'created_by',b'JOSM',b'regular'
b'258923545',b'created_by',b'JOSM',b'regular'
b'258923546',b'created_by',b'JOSM',b'regular'
b'258923553',b'created_by',b'JOSM',b'regular'
b'258923555',b'created_by',b'JOSM',b'regular'
b'258923556',b'created_by',b'JOSM',b'regular'
b'258923558',b'created_by',b'JOSM',b'regular'
b'258923559',b'created_by',b'JOSM',b'regular'
b'258923561',b'created_by',b'JOSM',b'regular'
b'258923562',b'created_by',b'JOSM',b'regular'
b'258923563',b'created_by',b'JOSM',b'regular'
b'258923565',b'created_by',b'JOSM',b'regular'
b'258923566',b'created_by',b'JOSM',b'regular'
b'258923568',b'created_by',b'JOSM',b'regular'
b'258923569',b'created_by',b'JOSM',b'regular'
b'258923571',b'created_by',b'JOSM',b'regular'
b'258923573',b'created_by',b'JOSM',b'regular'
b'258923574',b'created_by',b'JOSM',b'regular'
b'258923575',b'created_by',b'JOSM',b'regular'
b'258923577',b'created_by',b'JOSM',b'regular'
b'258923579',b'created_by',b'JOSM',b'regular'
b'258923580',b'created_by',b'JOSM',b'regular'
b'258923581',b'created_by',b'JOSM',b'regular'
b'258923583',b'created_by',b'JOSM',b'regular'
b'258923584',b'created_by',b'JOSM',b'regular'
b'258923586',b'created_by',b'JOSM',b'regular'
b'258923587',b'created_by',b'JOSM',b'regular'
b'258923589',b'created_by',b'JOSM',b'regular'
b'258923590',b'created_by',b'JOSM',b'regular'
b'258923592',b'created_by',b'JOSM',b'regular'
b'258923594',b'created_by',b'JOSM',b'regular'
b'258923595',b'created_by',b'JOSM',b'regular'
b'258923597',b'created_by',b'JOSM',b'regular'
b'258923598',b'created_by',b'JOSM',b'regular'
b'258923600',b'created_by',b'JOSM',b'regular'
b'258923601',b'created_by',b'JOSM',b'regular'
b'258923603',b'created_by',b'JOSM',b'regular'
b'258923604',b'created_by',b'JOSM',b'regular'
b'258923605',b'created_by',b'JOSM',b'regular'
b'258923607',b'created_by',b'JOSM',b'regular'
b'258923608',b'created_by',b'JOSM',b'regular'
b'258923610',b'created_by',b'JOSM',b'regular'
b'258923611',b'created_by',b'JOSM',b'regular'
b'258923613',b'created_by',b'JOSM',b'regular'
b'258923614',b'created_by',b'JOSM',b'regular'
b'258923616',b'created_by',b'JOSM',b'regular'
b'258923617',b'created_by',b'JOSM',b'regular'
b'258924318',b'created_by',b'JOSM',b'regular'
b'258924319',b'created_by',b'JOSM',b'regular'
b'258924322',b'created_by',b'JOSM',b'regular'
b'258924331',b'created_by',b'JOSM',b'regular'
b'258924341',b'created_by',b'JOSM',b'regular'
b'258925852',b'created_by',b'JOSM',b'regular'
b'258926268',b'created_by',b'JOSM',b'regular'
b'258926269',b'created_by',b'JOSM',b'regular'
b'258926271',b'created_by',b'JOSM',b'regular'
b'258926272',b'created_by',b'JOSM',b'regular'
b'258926275',b'created_by',b'JOSM',b'regular'
b'258926276',b'created_by',b'JOSM',b'regular'
b'258926278',b'created_by',b'JOSM',b'regular'
b'258926279',b'created_by',b'JOSM',b'regular'
b'258930075',b'created_by',b'JOSM',b'regular'
b'258930077',b'created_by',b'JOSM',b'regular'
b'258930078',b'created_by',b'JOSM',b'regular'
b'258930080',b'created_by',b'JOSM',b'regular'
b'258930082',b'created_by',b'JOSM',b'regular'
b'258930083',b'created_by',b'JOSM',b'regular'
b'258930084',b'created_by',b'JOSM',b'regular'
b'258930086',b'created_by',b'JOSM',b'regular'
b'258930087',b'created_by',b'JOSM',b'regular'
b'258930089',b'created_by',b'JOSM',b'regular'
b'258930090',b'created_by',b'JOSM',b'regular'
b'258930092',b'created_by',b'JOSM',b'regular'
b'258930093',b'created_by',b'JOSM',b'regular'
b'258930095',b'created_by',b'JOSM',b'regular'
b'258930097',b'created_by',b'JOSM',b'regular'
b'258930098',b'created_by',b'JOSM',b'regular'
b'258930100',b'created_by',b'JOSM',b'regular'
b'259197285',b'created_by',b'JOSM',b'regular'
b'259197286',b'created_by',b'JOSM',b'regular'
b'259197288',b'created_by',b'JOSM',b'regular'
b'259197289',b'created_by',b'JOSM',b'regular'
b'259197290',b'created_by',b'JOSM',b'regular'
b'259197294',b'created_by',b'JOSM',b'regular'
b'259197300',b'created_by',b'JOSM',b'regular'
b'259197301',b'created_by',b'JOSM',b'regular'
b'259197303',b'created_by',b'JOSM',b'regular'
b'259197305',b'created_by',b'JOSM',b'regular'
b'259232894',b'created_by',b'JOSM',b'regular'
b'259232898',b'created_by',b'JOSM',b'regular'
b'259232917',b'created_by',b'JOSM',b'regular'
b'259232943',b'created_by',b'JOSM',b'regular'
b'259235819',b'created_by',b'JOSM',b'regular'
b'259235822',b'created_by',b'JOSM',b'regular'
b'259235829',b'created_by',b'JOSM',b'regular'
b'259235831',b'created_by',b'JOSM',b'regular'
b'259235832',b'created_by',b'JOSM',b'regular'
b'259250971',b'created_by',b'JOSM',b'regular'
b'259250974',b'created_by',b'JOSM',b'regular'
b'259250975',b'created_by',b'JOSM',b'regular'
b'259250976',b'created_by',b'JOSM',b'regular'
b'259250977',b'created_by',b'JOSM',b'regular'
b'259250979',b'created_by',b'JOSM',b'regular'
b'259250981',b'created_by',b'JOSM',b'regular'
b'259250986',b'created_by',b'JOSM',b'regular'
b'259250996',b'created_by',b'JOSM',b'regular'
b'259251002',b'created_by',b'JOSM',b'regular'
b'259251003',b'created_by',b'JOSM',b'regular'
b'259251004',b'created_by',b'JOSM',b'regular'
b'259251005',b'created_by',b'JOSM',b'regular'
b'259251008',b'created_by',b'JOSM',b'regular'
b'259251020',b'highway',b'turning_circle',b'regular'
b'259251022',b'highway',b'turning_circle',b'regular'
b'259251025',b'highway',b'turning_circle',b'regular'
b'259251028',b'created_by',b'JOSM',b'regular'
b'259251034',b'created_by',b'JOSM',b'regular'
b'259251038',b'created_by',b'JOSM',b'regular'
b'259251041',b'created_by',b'JOSM',b'regular'
b'259251045',b'created_by',b'JOSM',b'regular'
b'259251046',b'created_by',b'JOSM',b'regular'
b'259251052',b'created_by',b'JOSM',b'regular'
b'259251054',b'created_by',b'JOSM',b'regular'
b'259251060',b'created_by',b'JOSM',b'regular'
b'259251063',b'created_by',b'JOSM',b'regular'
b'259251065',b'created_by',b'JOSM',b'regular'
b'259251069',b'created_by',b'JOSM',b'regular'
b'259251073',b'created_by',b'JOSM',b'regular'
b'259251074',b'created_by',b'JOSM',b'regular'
b'259251075',b'created_by',b'JOSM',b'regular'
b'259251078',b'created_by',b'JOSM',b'regular'
b'259251079',b'highway',b'turning_circle',b'regular'
b'259251080',b'created_by',b'JOSM',b'regular'
b'259251081',b'highway',b'turning_circle',b'regular'
b'259251082',b'created_by',b'JOSM',b'regular'
b'259251084',b'created_by',b'JOSM',b'regular'
b'259251095',b'highway',b'turning_circle',b'regular'
b'259251109',b'highway',b'turning_circle',b'regular'
b'259251110',b'created_by',b'JOSM',b'regular'
b'259251120',b'created_by',b'JOSM',b'regular'
b'259251124',b'highway',b'turning_circle',b'regular'
b'259251127',b'highway',b'turning_circle',b'regular'
b'259251132',b'created_by',b'JOSM',b'regular'
b'259251133',b'highway',b'turning_circle',b'regular'
b'259251137',b'created_by',b'JOSM',b'regular'
b'259251139',b'highway',b'turning_circle',b'regular'
b'259251142',b'highway',b'turning_circle',b'regular'
b'259251143',b'created_by',b'JOSM',b'regular'
b'259252472',b'created_by',b'JOSM',b'regular'
b'259267144',b'created_by',b'JOSM',b'regular'
b'259267147',b'created_by',b'JOSM',b'regular'
b'259267156',b'created_by',b'JOSM',b'regular'
b'259267158',b'created_by',b'JOSM',b'regular'
b'259267159',b'created_by',b'JOSM',b'regular'
b'259267161',b'created_by',b'JOSM',b'regular'
b'259267162',b'created_by',b'JOSM',b'regular'
b'259267168',b'created_by',b'JOSM',b'regular'
b'259267169',b'created_by',b'JOSM',b'regular'
b'259267171',b'created_by',b'JOSM',b'regular'
b'259267172',b'created_by',b'JOSM',b'regular'
b'259267174',b'created_by',b'JOSM',b'regular'
b'259267176',b'created_by',b'JOSM',b'regular'
b'259267177',b'created_by',b'JOSM',b'regular'
b'259267185',b'created_by',b'JOSM',b'regular'
b'259267186',b'created_by',b'JOSM',b'regular'
b'259267188',b'created_by',b'JOSM',b'regular'
b'259267189',b'created_by',b'JOSM',b'regular'
b'259267191',b'created_by',b'JOSM',b'regular'
b'259267192',b'created_by',b'JOSM',b'regular'
b'259267194',b'created_by',b'JOSM',b'regular'
b'259267205',b'created_by',b'JOSM',b'regular'
b'259413112',b'created_by',b'JOSM',b'regular'
b'259415153',b'created_by',b'JOSM',b'regular'
b'259415153',b'name',b'Glebe Green',b'regular'
b'259415153',b'place',b'suburb',b'regular'
b'260169146',b'created_by',b'JOSM',b'regular'
b'260487754',b'de',b'Freimaurer',b'religion'
b'261026453',b'created_by',b'JOSM',b'regular'
b'261026455',b'created_by',b'JOSM',b'regular'
b'261026456',b'created_by',b'JOSM',b'regular'
b'261026457',b'created_by',b'JOSM',b'regular'
b'261026458',b'created_by',b'JOSM',b'regular'
b'261129173',b'created_by',b'JOSM',b'regular'
b'261567282',b'created_by',b'JOSM',b'regular'
b'261567285',b'created_by',b'JOSM',b'regular'
b'261567303',b'created_by',b'JOSM',b'regular'
b'261567304',b'created_by',b'JOSM',b'regular'
b'261567335',b'created_by',b'JOSM',b'regular'
b'261567368',b'created_by',b'JOSM',b'regular'
b'261567379',b'created_by',b'JOSM',b'regular'
b'261567394',b'created_by',b'JOSM',b'regular'
b'261567402',b'created_by',b'JOSM',b'regular'
b'261658419',b'created_by',b'JOSM',b'regular'
b'261658439',b'highway',b'turning_circle',b'regular'
b'261658454',b'highway',b'turning_circle',b'regular'
b'261658464',b'created_by',b'JOSM',b'regular'
b'261658486',b'created_by',b'JOSM',b'regular'
b'261658497',b'barrier',b'bollard',b'regular'
b'261658540',b'created_by',b'JOSM',b'regular'
b'261658600',b'highway',b'turning_circle',b'regular'
b'261658602',b'highway',b'turning_circle',b'regular'
b'261658613',b'created_by',b'JOSM',b'regular'
b'261660090',b'created_by',b'JOSM',b'regular'
b'261700245',b'created_by',b'JOSM',b'regular'
b'261700246',b'created_by',b'JOSM',b'regular'
b'261700256',b'created_by',b'JOSM',b'regular'
b'261700261',b'created_by',b'JOSM',b'regular'
b'261701619',b'created_by',b'JOSM',b'regular'
b'261701619',b'name',b'Clive',b'regular'
b'261701619',b'place',b'village',b'regular'
b'261702306',b'name',b'Church Minshull',b'regular'
b'261702306',b'place',b'village',b'regular'
b'261794272',b'created_by',b'JOSM',b'regular'
b'261794274',b'created_by',b'JOSM',b'regular'
b'261795857',b'created_by',b'JOSM',b'regular'
b'262336485',b'created_by',b'JOSM',b'regular'
b'262336486',b'created_by',b'JOSM',b'regular'
b'262336487',b'created_by',b'JOSM',b'regular'
b'262336489',b'created_by',b'JOSM',b'regular'
b'262336490',b'created_by',b'JOSM',b'regular'
b'262336494',b'created_by',b'JOSM',b'regular'
b'262336496',b'created_by',b'JOSM',b'regular'
b'262336497',b'created_by',b'JOSM',b'regular'
b'262336498',b'created_by',b'JOSM',b'regular'
b'262336500',b'amenity',b'post_box',b'regular'
b'262336500',b'collection_times',b'Mo-Fr 16:00; Sa 08:15',b'regular'
b'262336500',b'ref',b'WA16 56',b'regular'
b'262336503',b'created_by',b'JOSM',b'regular'
b'262336505',b'created_by',b'JOSM',b'regular'
b'262336506',b'created_by',b'JOSM',b'regular'
b'262336507',b'created_by',b'JOSM',b'regular'
b'262336508',b'created_by',b'JOSM',b'regular'
b'262336509',b'created_by',b'JOSM',b'regular'
b'262336510',b'created_by',b'JOSM',b'regular'
b'262336511',b'created_by',b'JOSM',b'regular'
b'262336511',b'name',b'Cranage',b'regular'
b'262336511',b'place',b'village',b'regular'
b'262336515',b'highway',b'turning_circle',b'regular'
b'262336519',b'highway',b'turning_circle',b'regular'
b'262336520',b'created_by',b'JOSM',b'regular'
b'262336524',b'created_by',b'JOSM',b'regular'
b'262336527',b'created_by',b'JOSM',b'regular'
b'262336532',b'created_by',b'JOSM',b'regular'
b'262336575',b'created_by',b'JOSM',b'regular'
b'262336577',b'noexit',b'yes',b'regular'
b'262336582',b'created_by',b'JOSM',b'regular'
b'262336586',b'created_by',b'JOSM',b'regular'
b'262336588',b'created_by',b'JOSM',b'regular'
b'262336593',b'created_by',b'JOSM',b'regular'
b'262336594',b'created_by',b'JOSM',b'regular'
b'262336595',b'created_by',b'JOSM',b'regular'
b'262336596',b'created_by',b'JOSM',b'regular'
b'262336597',b'created_by',b'JOSM',b'regular'
b'262336599',b'created_by',b'JOSM',b'regular'
b'262336600',b'created_by',b'JOSM',b'regular'
b'262336601',b'created_by',b'JOSM',b'regular'
b'262336603',b'created_by',b'JOSM',b'regular'
b'262336604',b'created_by',b'JOSM',b'regular'
b'262336605',b'created_by',b'JOSM',b'regular'
b'262336606',b'created_by',b'JOSM',b'regular'
b'262336607',b'created_by',b'JOSM',b'regular'
b'262336611',b'created_by',b'JOSM',b'regular'
b'262336611',b'name',b'Allostock',b'regular'
b'262336611',b'place',b'village',b'regular'
b'262336621',b'created_by',b'JOSM',b'regular'
b'262336623',b'created_by',b'JOSM',b'regular'
b'262336624',b'created_by',b'JOSM',b'regular'
b'262336625',b'created_by',b'JOSM',b'regular'
b'262336663',b'created_by',b'JOSM',b'regular'
b'262336670',b'created_by',b'JOSM',b'regular'
b'262336689',b'created_by',b'JOSM',b'regular'
b'262336691',b'created_by',b'JOSM',b'regular'
b'262336695',b'created_by',b'JOSM',b'regular'
b'262336699',b'created_by',b'JOSM',b'regular'
b'262336702',b'created_by',b'JOSM',b'regular'
b'262336703',b'created_by',b'JOSM',b'regular'
b'262336704',b'created_by',b'JOSM',b'regular'
b'262336705',b'created_by',b'JOSM',b'regular'
b'262336706',b'created_by',b'JOSM',b'regular'
b'262336717',b'created_by',b'JOSM',b'regular'
b'262336719',b'created_by',b'JOSM',b'regular'
b'262336721',b'created_by',b'JOSM',b'regular'
b'262336729',b'created_by',b'JOSM',b'regular'
b'262336731',b'created_by',b'JOSM',b'regular'
b'262443104',b'created_by',b'JOSM',b'regular'
b'262443104',b'name',b'Swan Green',b'regular'
b'262443104',b'place',b'village',b'regular'
b'262982782',b'created_by',b'JOSM',b'regular'
b'262982783',b'barrier',b'gate',b'regular'
b'262982783',b'created_by',b'JOSM',b'regular'
b'262982784',b'created_by',b'JOSM',b'regular'
b'262982785',b'created_by',b'JOSM',b'regular'
b'262982786',b'created_by',b'JOSM',b'regular'
b'262982787',b'created_by',b'JOSM',b'regular'
b'262984969',b'created_by',b'JOSM',b'regular'
b'262984984',b'created_by',b'JOSM',b'regular'
b'262984986',b'created_by',b'JOSM',b'regular'
b'262984993',b'created_by',b'JOSM',b'regular'
b'262997082',b'created_by',b'JOSM',b'regular'
b'262997083',b'created_by',b'JOSM',b'regular'
b'262997087',b'highway',b'mini_roundabout',b'regular'
b'262997091',b'created_by',b'JOSM',b'regular'
b'262997093',b'created_by',b'JOSM',b'regular'
b'263039558',b'created_by',b'JOSM',b'regular'
b'263039612',b'created_by',b'JOSM',b'regular'
b'263039622',b'created_by',b'JOSM',b'regular'
b'263039662',b'created_by',b'JOSM',b'regular'
b'263039664',b'created_by',b'JOSM',b'regular'
b'263039784',b'created_by',b'JOSM',b'regular'
b'263039835',b'created_by',b'JOSM',b'regular'
b'263039849',b'created_by',b'JOSM',b'regular'
b'263039890',b'created_by',b'JOSM',b'regular'
b'265609352',b'created_by',b'JOSM',b'regular'
b'265609353',b'created_by',b'JOSM',b'regular'
b'265609354',b'created_by',b'JOSM',b'regular'
b'265609357',b'created_by',b'JOSM',b'regular'
b'265609358',b'created_by',b'JOSM',b'regular'
b'265609359',b'created_by',b'JOSM',b'regular'
b'265609360',b'direction',b'clockwise',b'regular'
b'265609360',b'highway',b'mini_roundabout',b'regular'
b'265609371',b'created_by',b'JOSM',b'regular'
b'265609375',b'direction',b'clockwise',b'regular'
b'265609375',b'highway',b'mini_roundabout',b'regular'
b'265609408',b'created_by',b'JOSM',b'regular'
b'265609409',b'created_by',b'JOSM',b'regular'
b'265609411',b'created_by',b'JOSM',b'regular'
b'265609412',b'created_by',b'JOSM',b'regular'
b'265609432',b'created_by',b'JOSM',b'regular'
b'265609434',b'created_by',b'JOSM',b'regular'
b'265609455',b'created_by',b'JOSM',b'regular'
b'265609456',b'created_by',b'JOSM',b'regular'
b'265609465',b'highway',b'turning_circle',b'regular'
b'265609466',b'highway',b'turning_circle',b'regular'
b'265609467',b'highway',b'turning_circle',b'regular'
b'265609468',b'created_by',b'JOSM',b'regular'
b'265609469',b'created_by',b'JOSM',b'regular'
b'265609470',b'created_by',b'JOSM',b'regular'
b'265609471',b'created_by',b'JOSM',b'regular'
b'265609472',b'created_by',b'JOSM',b'regular'
b'265609473',b'created_by',b'JOSM',b'regular'
b'265609474',b'created_by',b'JOSM',b'regular'
b'265609536',b'created_by',b'JOSM',b'regular'
b'265609537',b'created_by',b'JOSM',b'regular'
b'265609538',b'created_by',b'JOSM',b'regular'
b'265609539',b'created_by',b'JOSM',b'regular'
b'265609540',b'created_by',b'JOSM',b'regular'
b'265609541',b'created_by',b'JOSM',b'regular'
b'265609542',b'created_by',b'JOSM',b'regular'
b'265609543',b'created_by',b'JOSM',b'regular'
b'265609584',b'created_by',b'JOSM',b'regular'
b'265609585',b'created_by',b'JOSM',b'regular'
b'265609586',b'created_by',b'JOSM',b'regular'
b'265609587',b'created_by',b'JOSM',b'regular'
b'265609588',b'created_by',b'JOSM',b'regular'
b'265609589',b'created_by',b'JOSM',b'regular'
b'265609590',b'created_by',b'JOSM',b'regular'
b'265609606',b'created_by',b'JOSM',b'regular'
b'265609610',b'created_by',b'JOSM',b'regular'
b'265609612',b'created_by',b'JOSM',b'regular'
b'265609613',b'created_by',b'JOSM',b'regular'
b'265609614',b'created_by',b'JOSM',b'regular'
b'265609673',b'created_by',b'JOSM',b'regular'
b'265609674',b'created_by',b'JOSM',b'regular'
b'265609675',b'created_by',b'JOSM',b'regular'
b'265610043',b'created_by',b'JOSM',b'regular'
b'265610044',b'created_by',b'JOSM',b'regular'
b'265610045',b'created_by',b'JOSM',b'regular'
b'265610047',b'created_by',b'JOSM',b'regular'
b'265615326',b'created_by',b'JOSM',b'regular'
b'265615328',b'created_by',b'JOSM',b'regular'
b'265615334',b'created_by',b'JOSM',b'regular'
b'265615336',b'created_by',b'JOSM',b'regular'
b'265615337',b'created_by',b'JOSM',b'regular'
b'265615339',b'created_by',b'JOSM',b'regular'
b'265615341',b'created_by',b'JOSM',b'regular'
b'265615343',b'created_by',b'JOSM',b'regular'
b'265615345',b'created_by',b'JOSM',b'regular'
b'265615347',b'created_by',b'JOSM',b'regular'
b'265615349',b'created_by',b'JOSM',b'regular'
b'265615351',b'created_by',b'JOSM',b'regular'
b'265615353',b'created_by',b'JOSM',b'regular'
b'265615355',b'created_by',b'JOSM',b'regular'
b'265615357',b'created_by',b'JOSM',b'regular'
b'265615359',b'created_by',b'JOSM',b'regular'
b'265615363',b'created_by',b'JOSM',b'regular'
b'265615365',b'created_by',b'JOSM',b'regular'
b'265615369',b'created_by',b'JOSM',b'regular'
b'265615370',b'created_by',b'JOSM',b'regular'
b'265615373',b'created_by',b'JOSM',b'regular'
b'265615374',b'created_by',b'JOSM',b'regular'
b'265615377',b'created_by',b'JOSM',b'regular'
b'265615381',b'created_by',b'JOSM',b'regular'
b'265615383',b'created_by',b'JOSM',b'regular'
b'265615385',b'created_by',b'JOSM',b'regular'
b'265615387',b'created_by',b'JOSM',b'regular'
b'265615396',b'created_by',b'JOSM',b'regular'
b'265615402',b'created_by',b'JOSM',b'regular'
b'265615409',b'created_by',b'JOSM',b'regular'
b'265615423',b'created_by',b'JOSM',b'regular'
b'265615427',b'created_by',b'JOSM',b'regular'
b'265615429',b'created_by',b'JOSM',b'regular'
b'265615431',b'created_by',b'JOSM',b'regular'
b'265615433',b'created_by',b'JOSM',b'regular'
b'265615435',b'created_by',b'JOSM',b'regular'
b'265615437',b'created_by',b'JOSM',b'regular'
b'265615439',b'created_by',b'JOSM',b'regular'
b'265615452',b'created_by',b'JOSM',b'regular'
b'265615454',b'created_by',b'JOSM',b'regular'
b'265615456',b'created_by',b'JOSM',b'regular'
b'265615457',b'created_by',b'JOSM',b'regular'
b'265615459',b'created_by',b'JOSM',b'regular'
b'265615461',b'created_by',b'JOSM',b'regular'
b'265615463',b'created_by',b'JOSM',b'regular'
b'265615465',b'created_by',b'JOSM',b'regular'
b'265615467',b'created_by',b'JOSM',b'regular'
b'265615469',b'created_by',b'JOSM',b'regular'
b'265615471',b'created_by',b'JOSM',b'regular'
b'265615472',b'created_by',b'JOSM',b'regular'
b'265615474',b'created_by',b'JOSM',b'regular'
b'265615476',b'created_by',b'JOSM',b'regular'
b'265615478',b'created_by',b'JOSM',b'regular'
b'265615480',b'created_by',b'JOSM',b'regular'
b'265615482',b'created_by',b'JOSM',b'regular'
b'265615484',b'created_by',b'JOSM',b'regular'
b'265615486',b'created_by',b'JOSM',b'regular'
b'265615488',b'created_by',b'JOSM',b'regular'
b'265615489',b'created_by',b'JOSM',b'regular'
b'265615490',b'created_by',b'JOSM',b'regular'
b'265615491',b'created_by',b'JOSM',b'regular'
b'265615493',b'created_by',b'JOSM',b'regular'
b'265615494',b'created_by',b'JOSM',b'regular'
b'265615495',b'created_by',b'JOSM',b'regular'
b'265615496',b'created_by',b'JOSM',b'regular'
b'265615497',b'created_by',b'JOSM',b'regular'
b'265615498',b'created_by',b'JOSM',b'regular'
b'265615499',b'created_by',b'JOSM',b'regular'
b'265615500',b'created_by',b'JOSM',b'regular'
b'265615501',b'created_by',b'JOSM',b'regular'
b'265615502',b'created_by',b'JOSM',b'regular'
b'265615503',b'created_by',b'JOSM',b'regular'
b'265617700',b'created_by',b'JOSM',b'regular'
b'265617701',b'created_by',b'JOSM',b'regular'
b'265617702',b'created_by',b'JOSM',b'regular'
b'265617703',b'created_by',b'JOSM',b'regular'
b'265618092',b'created_by',b'JOSM',b'regular'
b'265618093',b'created_by',b'JOSM',b'regular'
b'265618094',b'created_by',b'JOSM',b'regular'
b'265618095',b'created_by',b'JOSM',b'regular'
b'265618096',b'created_by',b'JOSM',b'regular'
b'265618100',b'created_by',b'JOSM',b'regular'
b'265618381',b'direction',b'clockwise',b'regular'
b'265618381',b'highway',b'mini_roundabout',b'regular'
b'265618382',b'direction',b'clockwise',b'regular'
b'265618382',b'highway',b'mini_roundabout',b'regular'
b'265618383',b'created_by',b'JOSM',b'regular'
b'265618384',b'created_by',b'JOSM',b'regular'
b'265618385',b'created_by',b'JOSM',b'regular'
b'265618387',b'created_by',b'JOSM',b'regular'
b'265618388',b'created_by',b'JOSM',b'regular'
b'265618429',b'created_by',b'JOSM',b'regular'
b'265618430',b'created_by',b'JOSM',b'regular'
b'265618431',b'created_by',b'JOSM',b'regular'
b'265618432',b'created_by',b'JOSM',b'regular'
b'265618434',b'created_by',b'JOSM',b'regular'
b'265618435',b'created_by',b'JOSM',b'regular'
b'265618436',b'created_by',b'JOSM',b'regular'
